ilat	ilon	d	mrad
1	0	2014-04-19	46.27208345561318
1	0	2014-07-02	48.40008947978938
1	1	2014-01-22	46.48207113057579
1	1	2014-07-23	46.996100116062784
1	1	2015-01-23	45.645748138427734
1	2	2014-10-24	43.83024531784619
2	0	2014-10-03	47.93597443302323
2	2	2014-07-18	52.298246731559075
0	0	2014-10-21	43.68632487940422
0	2	2014-03-30	43.4794393004853
1	1	2014-04-17	49.22360875800921
1	1	2014-06-07	48.53504113482651
1	2	2014-08-17	47.632420023945514
2	1	2014-08-09	49.438677583347854
1	0	2014-10-28	43.31880368871471
0	0	2014-04-14	45.07397080753145
0	1	2014-01-13	41.84564889803674
0	1	2014-08-24	44.732909780869605
1	0	2014-11-15	44.00379647487427
2	0	2014-04-30	49.34583272343188
2	1	2014-01-09	42.46615606094526
2	2	2014-05-03	51.58125586309032
0	1	2014-04-09	44.28116067857935
2	0	2014-01-27	46.834546052492584
2	1	2014-08-18	49.24574484860987
2	1	2014-10-20	42.51576311286423
2	2	2014-01-01	45.116788399595244
0	0	2014-04-07	45.764493169520684
0	1	2014-05-01	45.94058024862422
0	2	2014-04-04	43.94798426548424
1	0	2014-01-27	43.886566455453995
1	1	2014-08-18	47.67518182296973
1	1	2014-10-20	44.439428048949864
1	2	2014-01-01	45.44384370669903
0	0	2014-05-21	46.17702688486388
0	2	2014-07-15	45.98910454957253
1	0	2014-10-31	42.37609710186372
1	2	2014-12-27	41.5331855020844
2	0	2014-09-18	48.15673229741115
0	1	2014-12-08	43.829556426643066
0	2	2014-12-05	43.844123063694816
1	0	2014-03-10	45.89046509035172
2	1	2014-07-30	50.99674805922386
2	1	2014-09-12	48.06011432065802
2	1	2014-12-26	44.30745732243259
2	2	2014-01-26	48.92285466009332
2	2	2014-02-09	50.35027795345225
0	1	2014-06-21	45.97295683328601
1	0	2014-06-06	47.89455766170299
1	1	2015-01-15	43.311954133859636
1	2	2014-03-10	44.418869151768504
2	0	2014-11-15	44.641918746518414
0	0	2014-04-26	45.9825436001693
0	1	2014-12-06	43.698266474956945
0	2	2014-12-02	43.42564436992261
1	1	2014-02-01	43.40472918460632
2	0	2014-10-06	46.15588890355117
0	0	2014-05-28	45.02599299472311
1	0	2014-01-11	41.18492507993934
1	1	2014-08-03	48.95196569686224
1	1	2014-11-28	43.575993078507764
1	1	2014-12-09	44.88940920638726
1	1	2014-12-30	42.049602428464105
2	0	2014-10-16	44.46753873221482
2	1	2014-08-30	50.125127971832164
0	1	2014-01-19	42.77091591359904
1	2	2014-07-25	47.12899637991922
2	0	2014-06-23	52.43184752124582
2	1	2014-02-10	52.732246193497055
1	2	2014-10-01	45.35571254933986
2	0	2014-10-23	42.074095805486046
2	1	2014-07-15	52.76878085809913
0	0	2014-09-03	44.31861868781383
0	1	2014-03-04	43.65733540610705
0	1	2014-07-01	46.37535356761679
0	1	2014-12-20	43.69598699083515
1	1	2014-09-02	46.83747700947087
2	1	2014-04-12	47.96115188234171
0	0	2014-11-16	43.84818470829401
0	1	2014-04-01	43.91091030747143
2	1	2014-06-01	48.185454741833254
2	2	2014-07-13	52.23859220236611
1	0	2015-01-07	41.34871901820376
1	1	2014-04-05	46.647641097116804
0	1	2014-06-04	45.85570762650205
0	1	2014-08-13	45.783150185127056
0	2	2014-06-25	46.361442194426324
2	1	2014-05-13	49.28354105949402
1	2	2014-03-03	44.830824074531115
1	0	2014-10-03	46.1845082248317
1	2	2014-07-18	48.17518887551501
0	0	2014-02-22	45.48840269218966
0	2	2014-09-26	46.069672991589805
1	1	2014-07-17	48.932163671545084
2	0	2014-01-29	43.77679637811709
2	0	2014-10-21	41.06532966921608
2	2	2014-11-25	42.02339617566978
1	0	2014-09-05	46.78985086278101
1	1	2014-11-02	44.70852239671765
1	2	2014-09-16	46.01535582580244
2	1	2014-04-03	48.15242105043851
2	1	2014-04-21	47.34703592869981
1	1	2014-06-05	48.030248306802065
1	1	2014-08-11	47.27779439286333
2	1	2014-02-03	42.83791519829809
2	1	2014-06-24	51.276078458431854
0	0	2014-02-26	42.75984303182807
0	0	2015-01-02	41.29758749433344
1	2	2014-08-13	49.34374511282362
0	1	2015-01-30	42.70541978563581
1	0	2014-11-21	46.369181297920846
1	0	2015-01-10	43.53274917416728
1	1	2014-12-21	44.56929428403425
0	1	2014-06-22	46.184647255404286
0	1	2014-06-30	46.40217573682629
0	1	2014-07-14	46.13972177460525
0	2	2014-08-03	45.65696386525487
0	2	2014-11-28	43.857143644319855
0	2	2014-12-09	44.74098440580462
2	0	2014-01-21	49.411110432942706
2	2	2014-11-14	45.42034421364466
1	1	2014-08-04	47.30003172262718
2	0	2014-07-22	48.471411663130695
0	0	2014-11-26	43.37576828130725
0	1	2014-04-27	45.093947045292175
1	2	2014-10-14	46.73742241107935
2	0	2014-06-18	51.87121607591837
2	1	2014-01-04	42.68312477704615
2	1	2014-02-12	50.5387210292834
0	0	2014-08-16	45.720226365418746
0	2	2014-06-20	46.493368791660664
1	1	2014-08-26	46.62781365324811
2	0	2014-01-07	37.70091316965138
2	0	2014-07-21	50.15950049077711
2	0	2014-12-17	43.74113201960332
2	1	2014-07-22	50.11813401408579
0	1	2014-08-04	45.0573884073809
1	1	2014-07-09	49.59511563504555
1	2	2014-05-04	47.99254045849179
0	0	2014-02-21	44.287646151166584
0	1	2014-04-06	45.35538566830551
0	1	2014-09-30	44.065668051297216
0	1	2014-11-12	42.97098295930224
2	0	2014-11-29	43.41116888604881
0	1	2014-06-28	46.39253399405317
0	2	2014-02-19	44.006554477082766
0	2	2014-04-18	45.03325883946712
1	2	2014-08-15	48.68500906598361
2	1	2014-11-23	41.298442565146765
2	1	2015-01-06	44.33129599558143
2	2	2014-08-01	52.47797201842871
0	0	2014-11-20	43.857055722307926
1	1	2015-01-16	42.98092832307786
2	0	2014-09-11	49.51145467429697
2	0	2014-09-24	44.34078513569501
2	2	2014-10-07	48.629616083536604
0	1	2014-12-27	42.69523781667494
1	1	2014-06-28	48.80829423616478
1	1	2014-09-05	45.90022300436398
1	2	2014-02-19	46.99801620053241
1	2	2014-04-18	47.03057415501396
2	2	2014-07-02	52.190250126596844
0	0	2014-10-06	44.39758366626092
0	0	2014-12-16	43.50560798703052
0	1	2014-12-10	44.5925960308904
1	1	2014-01-15	43.35178320584711
2	0	2014-05-14	51.49074586579655
1	1	2014-10-04	48.010652901958714
2	1	2014-11-18	46.01245703507847
0	1	2014-09-20	44.56706095913
1	0	2014-12-16	43.524512321965986
1	1	2014-12-10	44.145291748719565
2	1	2014-05-02	49.486346953838286
0	1	2014-03-29	44.30014800299536
1	0	2014-06-01	47.79205757800027
1	2	2014-02-03	42.39571209783139
2	2	2014-03-03	49.7462429501941
0	1	2014-06-09	46.60600492351275
1	1	2014-02-07	44.93167706027597
2	0	2014-04-15	50.26046455183172
0	1	2014-03-11	42.86936660112134
0	1	2014-07-31	45.35071316375928
0	2	2014-02-04	42.13494735061238
2	1	2014-06-19	49.87397537587128
2	2	2014-09-26	45.95395851135254
0	1	2015-01-17	42.164430371618245
1	1	2014-04-12	46.319090537117994
2	1	2014-03-08	48.24610064987787
2	2	2015-01-09	48.46229921068464
0	1	2014-05-16	46.81221597803521
2	2	2014-04-19	48.91420759003738
0	2	2014-05-11	45.56927581444442
0	2	2014-05-15	46.20576224554836
0	0	2014-05-16	47.31410542817205
1	2	2014-07-06	48.400413353825456
1	2	2015-01-08	44.07255238502563
1	0	2014-11-16	44.491981970307485
1	1	2014-04-01	46.245593269817896
0	0	2014-04-10	44.16023802223369
0	0	2014-08-19	45.33516256467085
1	1	2014-02-03	44.51811053443501
2	1	2014-03-03	49.9217655866574
2	2	2014-09-02	49.389124441263434
1	0	2014-06-20	48.23176121557767
2	0	2014-04-29	48.887428422610895
2	2	2014-07-11	50.686758638300674
0	2	2014-07-08	48.894009097465215
1	1	2014-01-17	47.617426880044654
2	0	2014-05-11	50.83505847167969
2	0	2014-05-15	51.63050023878861
0	0	2014-09-29	43.69432023946185
0	0	2015-01-12	42.61934269892599
0	1	2014-10-02	44.44283897546756
0	2	2014-05-01	44.33266038228957
1	1	2014-11-29	43.31240097399448
1	2	2014-08-18	49.83810243978129
1	2	2014-10-20	45.029720006364116
2	1	2014-04-14	48.99687910932113
0	0	2014-12-01	42.54271021350201
2	0	2014-09-16	47.79587860528935
2	1	2015-01-07	45.322097044724686
2	2	2014-10-02	47.48186671720771
1	2	2014-12-19	43.90206104728428
2	1	2014-07-29	53.291079878043604
2	2	2014-06-12	52.09025093058159
2	2	2014-08-02	52.6390756879534
0	0	2014-11-02	43.788551164772414
0	1	2014-09-04	45.20638920916258
0	2	2015-01-07	40.65370897305932
1	1	2015-01-02	39.53917855992312
1	2	2014-09-28	45.53135100351253
1	2	2015-01-14	44.14232426000733
2	0	2014-02-21	49.28770213534711
2	1	2014-04-06	50.53086507750191
2	1	2014-09-30	45.230353346631574
2	1	2014-11-12	46.09156618484256
0	0	2014-01-31	42.80352363788374
0	0	2014-04-30	45.89776413798461
0	1	2014-07-27	45.89200279790612
1	0	2014-02-11	48.74019993327563
1	0	2014-04-28	47.870510256685684
2	0	2014-09-20	46.302352868197545
2	1	2014-02-26	48.44046536597242
0	1	2014-09-18	43.50840102335658
1	1	2015-01-17	43.12775211695055
2	1	2014-03-05	49.222682190607145
2	2	2014-11-22	43.709928188683854
2	2	2015-01-01	39.59136999504907
0	0	2014-11-06	42.69617542946322
1	0	2015-01-16	42.150618726002385
2	1	2014-07-13	52.59033961675157
2	2	2014-01-28	41.87031414266249
0	0	2014-09-22	43.14496777548174
0	0	2014-10-29	42.92596722868702
0	0	2014-12-13	43.30647096982924
1	0	2014-06-18	49.036935647356934
1	1	2014-01-04	44.01741950883521
1	1	2014-02-12	48.14015326005311
2	1	2014-01-26	47.47076784011146
2	1	2014-02-09	49.23556274570501
0	1	2014-11-22	44.36424163271352
0	1	2015-01-01	41.11897317354542
0	2	2014-10-09	44.119456385956134
1	0	2014-01-30	43.159967469098234
1	0	2014-02-05	44.26851811244676
1	0	2014-02-27	45.968844372059294
1	1	2015-01-09	43.836666550236785
1	2	2014-02-23	47.26418706258138
1	2	2014-06-16	48.31131130199211
2	0	2014-06-04	49.472251070676926
2	0	2014-08-13	50.06344488955664
2	2	2014-01-02	43.00802488031732
2	2	2014-09-10	49.02017116546631
2	2	2014-11-10	44.78485128288595
0	1	2014-06-05	45.35862475891955
0	1	2014-10-15	44.31554647651105
1	0	2014-12-19	44.27064980936007
1	1	2014-12-14	42.65167558556544
2	0	2014-08-02	50.13513685781744
0	2	2014-06-10	47.05803523682589
0	2	2014-11-01	45.38261950186237
1	0	2014-06-04	46.768957499292505
1	0	2014-08-13	48.48740604041403
1	2	2014-01-02	44.09780453812318
1	2	2014-09-10	47.821388244628906
1	2	2014-11-10	43.963467993579066
0	2	2014-04-13	44.80183227353849
2	0	2014-05-28	48.17567162012102
2	1	2014-10-04	49.376860816766694
0	0	2014-09-06	44.76346869756711
0	2	2014-04-10	43.77797097434341
0	2	2014-08-19	45.74301427749389
1	1	2014-06-01	46.798741128584915
2	2	2014-06-20	51.45441660437991
0	0	2014-08-11	45.35852185784148
0	1	2014-01-12	41.299248429733
0	1	2014-08-27	44.31498809162813
0	2	2014-08-04	45.924598154032005
1	0	2014-12-03	42.569639868942645
1	2	2014-07-09	48.720366950834546
2	0	2015-01-08	46.36022255637429
2	1	2014-10-22	41.57263734678909
2	2	2014-10-11	45.60940822059586
0	1	2014-09-13	45.988527260499914
1	0	2014-11-26	43.55637769236669
1	1	2014-04-27	47.45969564578408
2	0	2014-10-29	41.78773326703748
2	0	2014-12-13	41.612020535246934
2	1	2014-12-05	42.59317599660982
0	0	2014-02-24	43.434329797518885
0	0	2014-08-05	44.958915897887245
0	2	2014-08-31	45.53263414872227
1	1	2014-06-15	48.83492771847652
1	1	2015-01-05	45.12816153865507
2	1	2015-01-16	41.935893093202175
2	0	2014-01-24	48.73261473985961
2	2	2014-03-20	49.4913275978782
2	2	2014-01-10	41.7133253652658
1	0	2014-11-04	43.16627730539813
2	2	2014-10-10	45.60035425480198
0	0	2014-11-25	43.23570406480874
0	1	2014-11-16	44.48802073764865
1	2	2015-01-16	45.322803410616785
1	1	2014-01-11	42.021941013674414
1	1	2014-04-25	47.55594993569831
2	1	2014-09-08	50.12113882090947
2	1	2014-10-16	43.518700410115656
2	2	2014-08-25	49.780242919921875
2	2	2014-11-17	46.043300890990864
1	0	2015-01-11	43.91683840681867
1	1	2014-05-10	48.939633814791605
0	1	2014-07-18	45.85012705493941
0	2	2014-08-07	45.259034150099026
1	1	2014-04-04	46.35050817970338
2	2	2014-12-11	41.9516135218788
2	2	2015-01-13	44.644339489842594
0	0	2014-05-22	46.02761537290593
0	2	2014-01-21	43.263467764401774
1	1	2014-10-03	47.827925972034585
2	2	2014-09-06	49.29208694364725
1	0	2014-02-13	47.161320955055196
1	2	2014-10-03	46.40498665410722
2	0	2015-01-05	41.72490179731501
1	0	2014-03-06	45.68868926385153
1	1	2014-09-03	46.283283880213105
1	2	2014-04-25	48.22186627908718
2	2	2014-09-08	50.145755721826305
0	0	2014-04-16	46.19900502418386
0	2	2014-12-04	43.085194322904165
1	0	2014-04-29	47.61947076924369
1	2	2014-07-11	47.66161809526935
2	1	2014-06-28	50.8119642962717
2	1	2014-09-05	47.20093669574221
2	2	2014-02-19	48.08751563688295
2	2	2014-04-18	48.67997411650176
2	1	2014-01-07	39.04291828679535
2	1	2014-07-21	48.7904591677379
2	1	2014-12-17	43.020548913202745
0	0	2015-01-30	41.218787767587465
0	1	2014-12-18	43.09116504952043
0	2	2014-07-29	45.25198218781364
1	0	2014-12-21	45.631882921049865
1	1	2014-04-22	46.96572855738967
2	1	2014-12-03	42.84151020702754
0	0	2014-12-10	44.642566732535684
0	2	2014-11-05	42.89253804902569
1	0	2014-04-23	46.824370189845105
0	1	2014-09-05	45.09314506707061
2	0	2014-11-14	45.013110970150585
2	1	2014-05-05	48.81132211083194
0	0	2014-04-13	44.261410988803114
1	1	2014-11-04	43.12283657369095
1	2	2014-08-30	45.973160690924644
0	0	2014-08-21	45.58537581876343
0	1	2014-03-13	42.65998356757473
0	1	2014-11-08	43.40351310795838
1	2	2014-05-22	47.63931459352352
0	2	2014-03-03	42.59149723292395
1	0	2014-05-29	48.33034589555528
1	0	2014-08-22	48.25948298011028
1	0	2014-08-26	46.95093930909927
1	2	2014-06-09	47.62664559283988
2	0	2014-10-12	44.21842714922398
2	1	2014-12-07	41.07363949275803
0	0	2014-04-08	44.287443143813334
1	2	2014-03-29	47.149805164627026
2	1	2014-02-21	49.19964111480991
0	2	2014-06-03	45.924276539977164
0	2	2015-01-19	42.80050324898592
1	0	2014-05-02	49.00575310729085
0	1	2014-02-25	43.199512334149
0	2	2014-09-25	44.819791270752305
0	2	2014-12-25	41.250804289778436
1	0	2014-01-17	47.6943699596374
1	1	2014-01-03	42.78288316875232
1	1	2014-01-25	46.80486148582233
0	0	2014-06-12	47.181603888556324
0	0	2014-08-02	45.35869175571753
1	0	2014-05-16	50.187028995995384
2	0	2014-09-21	46.46649738594338
2	1	2015-01-04	44.48286507478574
0	2	2014-01-12	41.903066612469225
0	2	2014-04-11	44.23003242179583
0	2	2014-08-27	45.54609383091782
1	0	2014-10-29	41.79112000419396
1	0	2014-12-13	42.771807776622076
1	1	2014-12-05	43.002777391303496
2	2	2014-10-22	41.6222863630815
0	2	2014-02-11	43.14840619715496
0	2	2014-12-06	43.58175898582078
1	1	2014-10-08	45.890133079265986
1	2	2014-02-01	41.477917441556286
1	2	2014-03-16	45.39292077283885
2	2	2014-12-10	44.13228925370492
1	2	2014-05-26	48.25955319959962
2	1	2014-01-10	41.684502748399396
2	2	2014-06-13	53.00827530222136
0	0	2014-10-17	42.59987221672586
0	1	2014-08-07	46.08220444204275
0	2	2014-08-16	45.60913881126333
2	1	2014-12-11	41.878149686737615
2	1	2015-01-13	43.98478103988611
2	2	2014-01-07	42.655144139138876
2	2	2014-12-17	43.377418550394346
0	2	2014-06-14	47.00762791798957
0	2	2014-10-10	43.394533102096254
1	1	2014-02-20	46.60885976004883
2	0	2014-10-28	44.150455193441424
0	2	2014-07-24	46.877189975817764
2	1	2014-01-06	44.458693406520744
2	1	2014-01-08	40.756610755211796
2	1	2014-06-21	50.84482628526822
1	0	2014-05-07	48.37168777199789
2	1	2014-04-17	50.62632127396749
2	1	2014-06-07	51.42764188279698
2	2	2014-08-17	50.53116783377654
0	2	2014-06-05	46.323358301083836
0	2	2014-08-11	47.036747902772206
0	2	2014-10-15	43.59269675707504
1	0	2014-09-27	44.858405108208636
1	1	2014-09-22	46.52829664975859
1	1	2014-10-29	42.96040115554726
1	1	2014-12-13	43.293984940301804
1	2	2014-12-03	43.79835901693009
0	0	2014-10-07	44.691462344076406
1	0	2014-03-11	45.09054723600062
1	0	2014-07-31	46.77356654427918
2	1	2014-05-09	48.45123487183275
2	2	2014-09-03	49.54075353795832
0	2	2014-01-09	42.30666671916903
1	1	2014-05-28	47.85599161339639
2	1	2014-05-07	48.58590589770256
0	0	2014-02-17	43.442927629583956
0	1	2014-02-24	43.601708182088146
0	1	2014-08-05	46.00850730346082
0	1	2014-04-26	45.760839769441546
2	0	2014-06-22	51.31156509509985
2	0	2014-06-30	52.88941180321478
2	0	2014-07-14	52.362583230609545
2	1	2014-10-06	49.50841592512201
2	1	2014-12-16	42.877103166564225
2	2	2014-04-08	50.27000593552333
0	2	2014-02-26	43.50469651228671
1	0	2014-02-06	44.93562875667089
2	0	2014-12-22	45.85558342762355
0	1	2014-07-08	46.9110014141829
2	2	2014-10-19	45.099928656691
0	0	2014-09-25	45.64772888305827
0	0	2014-12-25	42.6874761566
1	1	2014-09-19	45.22720542384399
1	2	2014-02-10	46.226163420946875
2	2	2014-08-10	49.87879768897045
0	0	2014-03-13	42.763258017001284
0	0	2014-11-03	44.17308333265128
0	0	2014-11-08	43.04967616886408
0	2	2014-05-24	45.94449556589536
2	1	2014-06-22	51.04355022177196
2	1	2014-06-30	50.71725580418079
2	1	2014-07-14	51.76773083994391
2	2	2014-08-03	51.36183205588195
2	2	2014-11-28	45.49758362357072
2	2	2014-12-09	42.177796495917235
2	2	2014-12-30	43.26355602480959
0	0	2014-05-25	46.26071296789664
1	1	2014-10-27	43.33638159564633
2	0	2014-03-16	47.559406201427905
2	1	2014-06-29	51.55934851204372
1	1	2014-05-24	49.23277582595436
1	1	2014-09-01	47.78939381628031
0	2	2014-11-20	44.21488333877893
1	0	2014-02-25	45.759514394282675
1	1	2014-11-27	43.63401356498219
2	2	2014-09-11	47.89607546318556
1	2	2014-02-20	46.544254811854266
1	2	2014-03-31	45.44036736565531
0	1	2014-04-25	45.46410142701898
1	0	2014-03-21	45.10849936385749
2	1	2014-01-18	48.6994576688346
2	1	2014-09-15	50.20741233966447
2	1	2014-10-13	46.19950421109484
2	2	2014-06-27	51.608673561354045
2	2	2014-11-24	42.29707404163396
1	1	2014-02-25	45.73598597228851
1	2	2014-09-25	45.47891883274605
1	2	2014-12-25	41.78275325547497
2	1	2014-07-25	50.67137671822319
2	2	2014-01-25	51.244197399648904
1	0	2014-07-03	49.652808233832836
1	0	2014-08-29	47.43280615696888
2	2	2014-04-26	50.372576425019304
0	1	2014-05-03	46.39382096247886
1	0	2014-10-25	42.15976431649491
1	0	2014-11-03	44.561023631599376
1	2	2014-05-24	47.76300910081321
1	2	2014-09-01	46.96931884881389
2	0	2014-08-31	50.949198733554795
0	0	2014-12-04	42.28768414167949
0	1	2015-01-03	42.37979710158793
1	0	2014-07-11	47.15833989399198
2	0	2014-04-18	49.45265243793356
2	1	2014-09-16	47.02287399303237
0	0	2014-03-06	43.49848993891935
1	0	2014-09-26	44.761801221667426
2	0	2014-10-27	45.55178065829807
2	2	2014-07-16	53.34145437526337
0	2	2014-11-15	44.422828002203076
0	2	2014-11-26	43.29756264796438
1	2	2014-08-08	47.599948367841634
2	0	2014-09-09	49.74997201332679
2	2	2014-06-18	50.802284728291184
0	0	2014-10-18	43.95065358962824
0	1	2015-01-20	42.870091776021155
0	2	2014-05-04	45.318330634611414
1	1	2014-02-16	45.59995683784388
1	1	2014-06-24	49.27567912008461
2	2	2014-12-07	42.03196129235513
2	0	2015-01-03	38.480149722460546
2	1	2014-02-16	46.3073515791234
0	1	2014-02-19	44.68016195458662
1	1	2014-05-26	49.63566322385681
1	1	2014-08-15	47.48529477954754
2	0	2014-11-18	43.77324547676909
2	2	2014-03-17	49.05962958519466
0	0	2014-02-13	44.53565488688151
2	1	2014-10-24	42.36551620220316
2	2	2014-01-23	52.36987485473451
2	2	2014-05-30	51.27486330270767
1	0	2014-08-31	48.57915781361113
2	0	2014-07-16	53.56462334297799
2	2	2014-11-18	46.33164670968511
0	1	2014-10-11	43.13462081203213
0	2	2014-01-17	44.56228438049377
1	0	2014-03-12	44.75844573490756
0	0	2014-06-21	47.715544579013084
0	1	2014-06-10	46.208350551415066
0	1	2014-11-01	44.69198956758312
1	0	2015-01-15	43.26960795634502
1	2	2014-04-24	46.29082785661034
2	2	2014-09-12	49.40979949140971
2	2	2014-12-26	43.28080381850851
0	1	2014-05-11	45.084288493069735
0	1	2014-05-15	47.19891021188773
0	2	2014-12-30	40.91982190916861
1	0	2015-01-05	43.04904736627699
2	0	2015-01-16	40.82291390524822
0	0	2014-10-16	43.204480912280175
0	1	2014-08-30	45.143205842186724
0	2	2014-09-14	45.47322102381347
1	1	2014-11-14	44.244402220996456
0	0	2014-12-12	44.632166976071474
1	0	2014-05-12	47.861622035185526
1	1	2014-03-30	46.63067123948074
2	0	2014-12-04	41.688095342009554
2	1	2015-01-03	39.542147960406574
2	2	2014-08-22	49.01113856291968
0	1	2014-01-28	41.759823555205145
0	2	2014-10-25	44.12792915648941
0	2	2014-11-03	43.326398197442984
1	0	2014-07-05	49.454350665180264
1	0	2014-07-19	48.5930993362687
1	0	2014-12-23	44.90999608497097
2	1	2014-06-15	51.07764147045202
1	1	2014-11-05	42.77184114624877
1	2	2014-06-06	50.11608132072117
2	2	2014-11-15	44.69252602528717
0	1	2014-11-19	43.94826940144408
1	1	2014-08-14	48.87329349490971
1	2	2015-01-18	46.09412097234796
2	1	2014-02-08	49.57796184563198
0	0	2014-11-29	43.13953995575776
1	0	2014-11-19	44.822555088996886
2	1	2014-07-12	48.86688272730315
0	2	2014-07-07	46.82039327969893
1	2	2014-09-11	45.01772818091124
1	2	2014-09-24	45.27423484106783
2	0	2014-09-17	45.54497450655022
0	1	2014-09-08	45.82867071015616
0	2	2014-08-25	46.71262335634517
0	2	2014-11-17	43.980136944660345
1	1	2014-01-18	47.180484300399776
1	1	2014-09-15	47.31087894897179
1	1	2014-10-13	46.31845358490766
1	2	2014-06-27	48.35426690870822
1	2	2014-11-24	43.960886088946395
2	1	2014-02-27	48.08485104864868
0	2	2014-07-02	46.62755573759101
1	1	2014-05-05	47.31461357916838
1	1	2014-11-23	43.95553714254892
1	1	2015-01-06	42.54708980431448
1	2	2014-08-01	48.3482672387693
2	0	2014-06-02	49.27139937984665
2	1	2014-09-29	45.59833457154226
2	2	2014-04-07	49.27239793660689
0	1	2014-02-17	44.269540788648605
0	2	2014-06-06	48.438037040016866
1	0	2014-04-02	47.37917976379394
1	2	2014-08-14	48.14919322465845
2	0	2014-08-04	49.64818570097136
0	0	2014-08-17	47.567315275247616
1	1	2014-05-27	47.60659252846731
1	1	2014-07-28	47.19791623782989
2	0	2014-06-10	52.14789188008913
2	0	2014-11-01	43.91627756072753
0	0	2014-01-16	43.831443911459985
0	0	2014-11-30	42.653624984344226
1	1	2014-05-21	48.01237417223648
1	2	2014-10-23	44.192710800521404
2	1	2014-02-02	42.11856949657475
2	2	2014-07-17	54.10493745990828
1	1	2014-10-01	46.88377062716666
0	1	2014-10-05	44.72749281445116
1	0	2014-02-24	45.17189564686745
1	0	2014-08-05	46.565639939449675
1	1	2014-08-12	49.31014822734986
1	2	2014-08-31	47.15636681343687
2	2	2014-04-13	48.516334027875196
0	0	2014-06-18	46.333677384856195
1	0	2014-02-01	44.22203466848835
1	2	2014-07-26	49.003174286520945
2	1	2014-08-25	48.22231907833923
2	1	2014-11-17	46.42008360989691
2	2	2014-09-04	47.420938529951314
1	0	2014-02-08	45.86346102340718
2	0	2014-02-11	51.54163699107127
2	0	2014-04-28	49.27129892869429
0	1	2014-09-02	44.60360568578322
1	2	2014-05-11	47.78054804221291
1	2	2014-06-22	50.81694529007892
1	2	2014-07-14	48.732130716422596
2	0	2014-11-16	45.4625662240546
2	1	2014-04-01	48.60930249153299
0	1	2014-02-18	43.883445320507704
0	1	2014-08-11	45.50580837745206
1	1	2014-12-03	42.04281671261654
1	2	2014-08-06	48.82493949010736
2	0	2014-07-15	50.35724892099616
2	1	2014-07-06	51.56578340950381
2	1	2015-01-08	46.85874028135566
0	2	2014-03-21	42.73431503413619
2	0	2014-05-12	49.91004081651238
2	1	2014-03-30	47.863962940363216
0	0	2014-09-24	43.51207212974685
0	2	2014-10-07	45.96946623934759
1	1	2014-01-20	45.12765427243835
1	2	2014-07-19	49.58677418066296
1	2	2014-07-31	48.38613147648685
1	2	2014-12-23	42.936220744398774
0	0	2014-11-15	43.714598910290476
1	0	2014-08-08	49.568391949104864
2	0	2014-12-06	41.34567348751021
0	0	2014-01-06	42.19351403715571
0	0	2014-01-08	41.04029563343763
1	0	2014-04-05	47.50463025886358
1	0	2014-06-25	48.63216878688662
1	1	2014-01-02	44.416596718739925
1	1	2014-09-10	46.19743229129531
1	1	2014-11-10	43.29093260235257
1	2	2014-01-16	45.27869676877666
1	2	2014-11-30	43.13211572348119
2	0	2014-04-27	49.87405240195138
2	1	2014-03-09	47.877265788440745
2	2	2014-12-15	43.12942123413086
2	2	2014-06-05	51.209830087668884
2	2	2014-10-15	43.52567709665887
0	0	2014-10-31	43.36104245713893
1	0	2014-03-04	46.46392949514477
1	0	2014-07-01	48.15738274295878
1	0	2014-12-20	44.17821133432183
1	1	2014-03-01	44.23438847355932
1	1	2014-03-14	45.74652778777436
1	1	2014-03-18	46.57476433243423
1	2	2014-06-28	49.21397281837658
1	2	2014-09-05	47.85956204868568
1	0	2014-04-25	49.0398389581198
2	0	2014-09-08	47.95953756828667
2	2	2014-09-14	49.983447325857064
0	1	2014-02-04	42.334784953162846
1	2	2014-08-21	47.1436800454339
2	1	2014-09-26	44.721634250217015
2	2	2014-03-21	49.388341528075905
0	2	2014-10-06	45.628947815304954
0	2	2014-12-16	43.136271458439246
1	1	2014-12-24	43.9321895324674
1	2	2014-09-23	45.62081342859119
2	2	2014-05-14	51.08866587552157
2	2	2014-06-17	52.236642820793286
0	0	2014-12-24	42.45356241800699
1	0	2014-06-23	49.47856983673504
1	2	2014-02-06	43.077751010715076
1	2	2014-09-17	46.65830955688162
2	0	2014-05-10	50.70998546898102
2	2	2014-12-22	44.81839233453006
0	0	2014-06-04	45.19451253880503
0	0	2014-08-13	45.8364046446205
0	1	2014-11-21	44.49893903031544
0	1	2015-01-10	42.31570437481237
2	1	2014-09-01	50.14425925513335
0	2	2014-04-29	45.926344609146916
1	0	2014-01-28	45.175824978930805
0	0	2014-07-08	46.52137826744805
1	2	2014-05-14	50.83971163560244
1	2	2014-06-17	50.38410563602896
2	2	2014-02-20	48.104203531297586
2	2	2014-03-31	46.79406348458172
0	0	2014-10-23	43.448182112575466
0	1	2014-07-15	46.1843297061373
1	2	2014-03-05	45.73072732420164
2	1	2014-06-13	52.211515222068215
1	2	2014-02-14	48.40135015443314
0	0	2014-06-09	45.305999668903134
1	1	2014-09-25	45.392643229956605
1	1	2014-12-25	42.947725743055344
2	0	2014-01-17	48.7620353906051
2	1	2014-01-03	41.656848410175186
2	1	2014-01-25	49.28911071991825
2	0	2014-02-17	45.91547747949258
