ilat	ilon	d	mrad
2	2	2015-01-15	44.17313596521439
0	2	2014-05-18	46.93746899155556
2	0	2014-11-30	44.98074237077837
2	2	2014-05-23	51.26875184711657
0	0	2014-11-04	42.8243167013851
1	0	2014-04-12	46.02652621807913
1	1	2014-05-14	49.698476651646736
1	1	2014-06-17	48.406399372798035
2	1	2014-02-20	48.37155751649498
0	1	2014-07-06	46.53410960723222
1	0	2014-05-26	48.22571978862703
2	0	2014-06-13	51.189351262837434
2	1	2014-04-09	48.12171516127752
0	0	2014-10-26	43.26573068378701
0	0	2014-11-18	43.76284927521633
0	1	2014-08-01	45.30440844588665
0	2	2014-03-17	43.1394011005795
1	2	2014-10-28	46.212282089960006
2	1	2014-01-27	47.71072235262965
2	2	2014-06-08	51.941552811774656
0	0	2014-03-20	42.88147720951266
1	0	2014-03-09	45.17315233286952
2	0	2014-07-05	51.19608615112305
2	0	2014-07-19	51.28691338069403
2	0	2014-12-23	44.920078404744466
0	0	2014-10-27	45.515324640653496
0	2	2014-01-18	43.27891583141387
0	2	2014-09-15	44.33481217862544
0	2	2014-10-13	44.29751640952469
1	0	2014-11-25	43.365885635811644
1	1	2014-11-16	45.096125313759835
1	2	2014-11-06	44.5166617183362
2	2	2014-07-20	51.51615225273515
0	0	2014-09-12	44.94726457792212
0	0	2014-12-26	43.13639101881183
2	0	2014-12-31	40.39218682392388
2	1	2014-11-22	42.868529350180566
2	0	2014-02-14	47.1537251797022
0	0	2014-10-25	43.309917004903156
0	2	2014-04-16	45.96702220418024
0	2	2014-09-01	45.036774742767705
2	0	2014-09-03	47.79406544693515
2	1	2014-07-01	50.29190884084209
2	1	2014-12-20	44.154405102615435
0	2	2014-05-10	44.6260021982294
1	2	2014-05-19	50.00578159845931
0	0	2014-07-02	45.6760767338907
0	1	2014-01-22	42.89813316022334
0	1	2014-07-23	45.03385223873421
0	1	2015-01-23	43.75613564157377
0	2	2014-10-24	43.22381922330379
1	0	2014-08-01	48.939616444905596
2	1	2014-05-01	50.64042885717517
0	2	2014-11-19	44.29392092404598
2	2	2014-02-08	48.653646792118444
0	0	2014-04-01	43.46520309645427
1	2	2014-06-05	48.443264196862096
1	2	2014-10-15	44.70543090982827
2	0	2014-06-01	49.85627043640729
2	2	2014-02-03	41.43597871654859
0	0	2014-01-03	44.692772057504556
0	0	2014-03-16	43.659643438689564
2	0	2014-04-23	48.030145472725906
0	2	2015-01-01	41.25847170864284
1	1	2014-03-08	46.15872339337057
1	2	2015-01-09	45.80324725615672
2	2	2014-11-21	43.07481126797777
0	2	2014-07-26	46.203133565561785
0	2	2014-07-27	45.33946379424121
1	0	2014-02-14	45.17299557026041
2	1	2014-11-24	43.16389667884976
2	2	2014-02-26	50.07139865852849
2	2	2015-01-02	39.06360525455115
1	1	2014-02-04	43.79552214354132
1	2	2014-08-20	49.601609391164565
2	0	2014-08-14	48.49398635149772
2	1	2014-03-06	46.796309730444065
1	0	2014-08-20	48.3596576218629
2	1	2014-01-11	41.15136468525485
2	1	2014-04-25	49.228952629847754
0	2	2014-07-16	46.27432477375742
1	0	2014-09-20	44.920288352868106
1	1	2014-02-26	46.519994331367755
2	2	2014-06-03	49.8653275296092
0	0	2014-12-31	40.718165770675654
0	1	2014-02-13	43.89413406668358
1	0	2014-01-14	43.054790706734195
1	1	2014-06-02	48.471660833799426
1	2	2014-06-07	47.75542424696201
2	2	2014-08-09	51.68777338663737
0	0	2014-05-03	46.2893195438385
0	2	2014-02-25	43.775418233560906
2	2	2014-01-06	45.288915301126146
2	2	2014-01-08	42.683156864983694
0	0	2014-01-24	43.103856319138984
0	1	2015-01-16	42.15212431926758
0	2	2014-03-20	43.671214754196235
1	2	2014-03-09	45.399138822175615
1	2	2014-05-18	50.62224799668242
2	1	2014-01-20	47.693824163092394
2	2	2014-07-19	52.69167015931317
2	2	2014-07-31	53.664944668205415
2	2	2014-12-23	43.79064274292411
0	1	2014-02-02	42.344171968175026
0	2	2014-07-17	47.14108196615476
1	0	2014-04-13	46.652246610444166
1	1	2014-09-18	45.45694360608839
2	2	2014-04-17	49.981278418536164
0	1	2014-12-19	42.80690119849858
1	2	2014-07-10	50.35210216277821
2	1	2014-05-16	51.618956313173996
2	1	2014-12-27	45.043911702747096
0	1	2014-08-03	45.9237703032149
0	1	2014-11-28	42.97526483159821
0	1	2014-12-09	44.53844602390303
0	1	2014-12-30	41.00010546805367
1	2	2014-09-06	46.513165954213875
2	0	2014-03-20	49.19112240555859
1	0	2014-11-02	44.23077553604849
2	0	2014-04-03	49.20207051452673
2	0	2014-04-21	48.0812504471473
0	0	2014-05-04	47.10065816884332
2	0	2014-12-07	40.91101745937181
2	2	2014-05-10	49.986572726679185
0	2	2015-01-05	41.35612920152819
1	1	2014-07-02	49.690722027503455
1	2	2014-05-17	49.38778849185193
2	0	2014-10-09	44.39735325404576
1	0	2014-08-16	47.18461104791124
2	2	2014-04-29	49.248934152964
2	2	2015-01-21	46.90071863829524
0	0	2014-09-09	46.46828400004994
0	1	2014-03-10	42.81315612360953
0	2	2014-06-18	46.69384305741625
1	0	2015-01-18	43.028898314341
2	0	2014-05-31	50.382602406423025
2	2	2014-04-09	49.81915140483575
0	2	2014-01-14	42.32740308117681
0	2	2014-01-30	41.75890979193822
0	2	2014-02-05	41.65482757158596
2	0	2014-06-27	50.883275278476106
2	0	2014-11-24	43.479418542250144
2	1	2014-10-26	42.271488391577606
0	1	2014-03-19	42.557107567997626
0	1	2014-12-28	41.87570413570192
1	1	2014-08-24	46.379938664987854
1	1	2014-09-13	47.63088892899215
2	1	2014-05-20	49.90451943918675
2	2	2014-01-12	41.769611736024004
2	2	2014-04-11	49.68439679903561
0	0	2014-10-04	46.26192648953231
0	1	2014-08-15	45.53030377957014
1	0	2014-08-03	47.58960065216917
1	0	2014-11-28	44.14100836077307
1	0	2014-12-09	43.36820733859071
1	0	2014-12-30	43.112580125739264
1	1	2014-04-08	48.193415481212526
2	2	2014-10-28	44.59923982620239
1	0	2014-03-05	45.70525644962875
0	0	2014-10-01	44.556610203279085
0	1	2014-08-06	44.953489676474184
0	2	2014-09-21	45.10905210459724
1	1	2014-12-01	43.58543839686242
2	0	2014-03-05	49.17765652189863
0	0	2014-06-30	48.19222313292483
0	0	2014-07-01	45.85126363810703
0	1	2014-10-06	45.70138709308111
1	1	2014-09-23	44.2067895989199
2	0	2014-04-12	48.16577739597108
2	1	2014-05-14	50.771684152108655
2	1	2014-06-17	50.65326217114925
0	0	2014-07-12	46.371890974198124
0	1	2014-07-16	45.6860635556103
0	2	2014-05-07	46.29765799967448
1	2	2014-10-16	44.34704701764109
0	0	2014-05-02	46.20268109560013
1	2	2014-09-30	45.9556806623148
1	2	2014-11-12	43.439773246565274
2	0	2014-06-06	51.13356610627202
2	1	2015-01-15	42.60150225437804
2	2	2014-03-10	47.415660839269655
0	2	2014-01-13	43.610168263449594
0	2	2014-10-14	45.200400812575666
2	2	2014-01-09	42.33739200205724
2	2	2014-07-27	52.10942232062682
0	0	2014-10-28	43.7870670161364
0	2	2014-12-21	42.97048170119066
1	2	2014-03-15	46.32531617521967
2	1	2014-04-26	49.24500743719385
0	0	2014-05-05	45.17002040586202
0	0	2014-11-23	43.58962928983657
0	0	2015-01-06	42.53278604400864
1	1	2014-05-02	47.90803256953426
2	1	2014-11-29	43.253964097930975
2	2	2014-08-18	51.34659836140085
2	2	2014-10-20	43.83092812243916
0	0	2014-05-26	45.94821453858018
0	0	2014-08-15	46.22521385997288
1	0	2014-04-08	45.383009145027465
0	0	2014-09-18	45.25240135698799
0	1	2014-01-10	41.72230648264269
0	2	2014-06-13	46.74649904170616
1	0	2015-01-17	42.84109008132771
2	2	2014-06-14	51.459843906661305
1	1	2014-12-02	44.548526941866115
1	2	2014-12-01	44.96218757995689
2	0	2014-05-26	49.65031760154514
0	0	2014-10-24	42.49781536544183
0	1	2015-02-04	45.49908742597026
1	2	2014-12-18	42.4343680196833
2	0	2014-04-04	49.68111549022065
2	2	2014-08-11	51.88789537574063
0	1	2014-09-26	44.25171653759677
2	1	2014-11-25	43.00398559570313
2	2	2014-11-20	46.203282746814544
1	0	2014-04-06	47.92998154899091
1	0	2014-09-30	45.79804084893843
1	0	2014-11-12	45.29724670278615
1	1	2014-07-04	50.448134327722975
2	1	2014-04-24	49.68426953076846
2	2	2014-01-04	42.87096582178547
2	2	2014-02-12	49.500185786363375
0	2	2014-10-19	44.41614938881534
1	2	2014-06-12	49.782413460797116
0	2	2014-03-31	43.56994429402644
1	0	2014-07-29	47.05293774672466
1	1	2014-04-02	45.68818154308082
2	1	2014-08-04	49.19746951936926
1	2	2014-06-26	49.751036053873115
2	2	2014-12-18	43.20442311544828
0	0	2014-03-10	45.04436241424645
0	1	2014-04-24	46.038529962612216
0	2	2014-01-04	42.53253114395896
0	2	2014-02-12	42.95124517851205
0	0	2014-06-10	46.1370218290793
0	0	2014-11-01	44.54428092485819
0	2	2014-01-20	42.41257121982976
1	0	2014-01-02	42.981734787596025
1	0	2014-11-10	44.32145804233765
2	1	2014-10-01	46.79173093990688
0	1	2014-05-05	44.80739799110673
0	1	2014-11-23	44.21120784051777
0	1	2015-01-06	40.97077301790687
0	2	2014-08-01	45.908541592424044
2	2	2014-01-27	46.66009918724173
0	0	2014-12-18	43.04278945132405
0	2	2014-04-02	43.76609682385387
1	0	2014-04-20	47.055260179907876
1	0	2014-04-22	45.63008815035071
1	0	2014-10-30	41.44366247866635
2	0	2014-12-03	42.915873973827644
2	2	2014-07-09	53.39765089251658
0	0	2014-03-05	43.46093109295453
0	1	2014-03-12	43.02197617345028
1	0	2014-04-18	48.885522274488814
1	1	2014-09-16	45.1621135319482
2	0	2014-09-07	49.42019708626332
2	0	2014-11-20	42.112654006635566
0	2	2014-04-27	45.0908119915225
1	1	2014-05-13	47.3337655734976
2	0	2014-03-10	48.67196846008301
0	0	2014-05-23	46.19465773357883
0	1	2014-12-11	45.41213017392794
0	1	2015-01-13	42.45660346476404
0	2	2014-01-07	42.24528181859294
0	2	2014-07-21	45.405498610474666
0	2	2014-12-17	43.71148486411538
2	1	2014-04-19	47.50638946794037
0	1	2014-11-26	43.085047428412174
0	2	2014-04-22	44.25450040316086
1	1	2014-08-08	47.36774619671938
2	0	2014-06-11	51.88206927912608
2	1	2014-06-18	52.55847869949724
0	1	2014-02-26	43.91158283579947
1	0	2014-12-10	44.21639195869439
1	2	2014-11-05	42.598852985802175
2	0	2014-05-02	49.97865316602919
0	2	2014-02-16	45.13413596280303
1	0	2014-01-31	43.74382025781751
1	1	2014-07-26	46.72671459029516
1	1	2014-07-27	48.66125330747741
2	0	2014-11-02	44.56310713949379
0	0	2014-08-18	45.39963066142841
0	0	2014-10-20	46.31055488788262
0	2	2014-12-13	43.55020752150685
1	0	2014-09-09	47.94666220632832
1	2	2014-06-18	48.215799934992276
1	2	2014-12-06	44.98490262040311
0	2	2014-10-01	44.11978410243779
1	0	2014-04-16	49.44236457985892
1	2	2014-12-04	43.42064386155026
2	2	2014-03-05	48.59833970294254
1	0	2014-06-14	49.942838538182926
1	0	2014-10-10	43.34912759883662
1	1	2014-06-26	48.24631493247705
1	2	2014-09-27	43.81166884168811
2	0	2015-01-30	43.374947032075205
2	2	2014-03-06	47.47388491973034
1	2	2014-12-10	45.99085718348239
2	2	2014-05-02	50.343205818763145
0	0	2014-07-30	46.21193622557585
1	0	2014-09-08	45.624712382943684
1	2	2014-09-14	47.45402266796539
2	1	2015-01-01	38.0546658546137
2	2	2014-10-09	45.66960259710665
1	1	2014-04-14	47.37083646019937
2	2	2014-02-18	48.03947154744466
0	0	2014-01-27	42.54508146305674
0	1	2014-10-20	44.32251041969752
1	2	2014-04-26	47.95182499821061
0	0	2014-10-08	43.5186987398173
0	1	2014-01-11	41.766813825593644
0	2	2014-06-29	46.330362131027016
1	0	2014-01-19	45.72024514805407
0	1	2014-05-24	46.38651574148758
0	1	2014-09-01	45.26769588915117
2	0	2014-01-11	41.51075494745539
2	1	2014-08-03	51.70093676055662
2	1	2014-11-28	44.16420455873013
2	1	2014-12-09	41.756902617221265
2	1	2014-12-30	42.713299653555396
0	0	2014-08-09	45.265820643290596
0	1	2014-05-30	45.77990667007803
1	2	2014-05-21	50.03854274749756
2	0	2014-03-19	51.113083550903
2	0	2014-12-28	45.10166047259075
2	1	2014-07-10	50.12006823646405
0	0	2014-02-20	45.01998123794196
0	0	2014-03-31	43.80155159748196
0	1	2014-06-06	45.977199905923605
0	2	2014-09-09	45.69271707933185
1	0	2014-11-11	43.09190362116168
2	2	2014-05-31	49.23993490564664
0	2	2014-12-11	44.82572807266042
0	2	2015-01-13	42.56045688021204
1	0	2014-05-21	48.04695535049658
1	2	2014-07-15	48.94881593434197
2	0	2014-02-02	43.97116377373703
2	1	2014-05-29	48.799765803169684
2	1	2014-08-22	47.522051752530615
0	1	2014-01-25	43.63126922922642
1	0	2014-06-26	49.56940029519022
2	0	2014-12-18	44.388024495995566
2	2	2014-04-02	47.841790592209975
1	0	2014-09-04	46.173964258638
1	2	2014-04-05	48.20699400468306
2	2	2014-04-27	48.55620652783301
0	1	2014-10-31	44.67169045435308
1	1	2014-03-04	46.14803761937466
0	1	2014-07-13	47.099944530752005
0	1	2014-10-19	44.506362165758375
1	0	2014-01-20	43.98423714009979
1	1	2014-06-12	49.097219356682785
1	1	2014-08-02	48.23424192850837
2	2	2014-05-09	48.4200163913837
0	1	2014-02-14	44.025961373133306
0	2	2014-04-28	47.50213417341543
1	0	2014-10-11	45.217076778411865
1	2	2014-01-03	43.72137617492676
2	1	2014-02-06	45.29775796631473
2	1	2014-09-17	47.7225015692042
1	0	2014-06-09	48.35345537544987
2	0	2015-01-11	45.50200503652546
0	2	2014-01-28	41.53499523071638
1	0	2014-10-23	43.04534313716111
1	1	2014-07-15	49.40893670336693
2	0	2014-07-17	50.99909758943865
2	2	2014-06-15	52.751104047221524
1	2	2014-10-22	42.944738268872754
0	0	2014-06-19	46.956351651947486
1	1	2014-04-19	46.245469487588835
2	1	2014-10-03	49.29588380660925
1	2	2014-03-01	44.37812499378244
1	2	2014-03-14	44.97956490141565
0	0	2014-01-11	41.478408668733735
0	0	2014-04-25	46.76712072402661
2	0	2014-09-15	47.40471157889835
2	1	2014-11-14	45.26622499917683
1	1	2014-12-22	44.896288287114196
2	0	2014-03-29	47.18893209895732
2	2	2014-11-29	44.060064697265624
1	2	2014-10-04	48.11398593153026
2	0	2014-01-18	47.79858623157848
2	0	2014-10-13	45.19147535599441
2	2	2014-10-26	43.387207456139045
2	2	2014-10-01	45.88697266671589
2	1	2014-05-12	49.43096304110729
2	2	2014-06-23	51.84582192346791
0	0	2014-04-23	44.84163434097145
1	2	2014-02-22	46.60218792845094
2	1	2014-05-08	49.76533032551465
2	1	2014-12-29	44.83628183734355
0	2	2014-12-15	45.24055986918375
2	2	2014-12-31	41.29534308115641
1	1	2014-05-17	50.66383998450487
2	0	2014-03-30	46.89050791178935
2	0	2014-09-19	45.78676611815879
2	2	2014-10-17	44.81382326626169
1	0	2014-08-25	46.63490679351609
1	1	2014-09-14	46.03741977616166
1	2	2014-06-04	47.47749553281983
0	0	2014-11-27	42.38211611118466
0	2	2015-01-16	44.2086627425217
1	0	2014-10-09	44.580193348281625
2	2	2014-01-20	47.199881222731285
2	2	2014-03-02	49.156922713569976
0	0	2014-12-05	44.04324279046417
1	2	2014-12-31	41.67796544825777
2	0	2014-01-26	46.674820329354894
0	1	2014-06-14	46.25702077466308
0	1	2014-10-10	43.8438131911414
0	2	2014-05-27	46.1724385498224
1	0	2015-01-09	43.15630983078908
2	0	2014-11-21	43.48489263322618
2	0	2015-01-10	45.409249664948504
2	1	2014-12-21	45.52882228084561
1	2	2015-01-05	45.025721043483045
2	2	2015-01-16	44.356706619262695
1	0	2014-02-09	46.505610678605976
2	0	2014-02-25	46.94917823619611
2	1	2014-11-27	44.8609773135052
0	0	2014-07-22	44.62796592537384
1	1	2014-10-11	43.79507396529042
1	2	2014-01-17	47.934801885239075
2	1	2015-02-04	45.8199662020768
0	0	2014-02-04	43.78922706109741
1	1	2014-01-07	42.10104664902628
1	1	2014-07-21	46.802387607956604
1	1	2014-12-17	42.88508706632707
1	0	2014-10-24	41.11891000247059
2	0	2014-07-18	51.47725866064353
2	1	2014-08-23	49.01461891296807
2	2	2014-10-18	46.23955406535006
1	0	2014-03-08	47.11933681014975
1	2	2014-09-29	44.26980519380538
1	2	2015-01-12	42.504217091705414
2	0	2014-02-28	48.30139431152635
2	2	2014-12-21	45.023776395064495
0	2	2014-01-06	43.659459555746885
0	2	2014-01-08	42.80772532070812
0	2	2014-06-21	46.88830594378647
1	0	2014-11-05	44.197187875446524
1	1	2014-06-04	48.28791061001097
1	1	2014-08-13	47.55343063865887
1	2	2014-06-25	48.21946866734361
0	0	2015-01-20	42.950020645868875
0	1	2014-08-20	45.79405163554833
0	2	2015-01-22	42.903308110432306
1	0	2014-04-11	46.26656458269632
1	1	2014-01-29	42.90843969196198
1	1	2014-08-21	48.83458920549356
2	1	2014-03-21	49.76573086323711
0	1	2014-03-16	43.74960122125469
1	0	2014-12-07	44.99913653205423
1	2	2014-05-10	46.62253058693626
2	1	2014-01-15	41.88331459330864
0	0	2014-10-02	45.608011836582456
0	2	2014-05-19	46.72126824699148
0	2	2014-08-28	44.19311638333213
2	0	2014-04-14	49.88087596830362
2	1	2014-01-13	41.576980755069926
2	1	2014-10-14	45.714883985120345
0	2	2014-09-08	45.399172418456516
0	2	2014-10-16	43.42617152761207
1	1	2014-01-21	46.610723530313244
1	2	2014-09-15	45.96840269641778
1	2	2014-10-13	44.70860831822331
1	2	2014-08-23	46.281979044604704
1	2	2014-12-14	42.89571678189235
2	0	2014-07-29	49.578597959856495
2	1	2014-04-02	47.60739307621133
1	1	2014-11-09	45.084969347748846
1	2	2014-08-05	47.706235574561454
0	0	2014-03-11	43.242273249413465
0	1	2014-08-19	46.0500136742054
1	1	2014-12-11	45.46870037589945
1	1	2015-01-13	44.02221063317131
1	2	2014-01-07	43.594228390739524
1	2	2014-12-17	43.77485434609989
0	0	2014-03-02	43.1621771053758
0	1	2014-06-12	46.40905144679258
1	2	2014-12-11	45.51031217464598
1	2	2015-01-13	44.4027257966758
2	1	2014-03-07	47.733650184092525
0	0	2014-10-03	44.49023790149195
0	2	2014-07-18	45.684737085815094
1	0	2014-04-07	48.353713706231886
1	2	2014-04-04	45.348171402530596
2	0	2014-05-30	49.33148271113492
2	2	2014-06-01	50.242800279097125
2	0	2014-04-02	48.97253783205722
2	2	2014-08-14	52.174745980198324
0	2	2014-01-19	43.21432963820411
2	1	2014-09-19	46.25835063464321
2	2	2014-02-10	51.47956583284376
0	1	2014-11-29	43.224954116735084
1	0	2014-02-03	44.43164264428667
1	1	2014-11-19	44.83378786318592
2	0	2014-03-03	50.70916948951886
0	0	2014-05-12	45.934699273378534
0	1	2014-11-25	44.3665521959081
1	1	2014-08-17	47.9095682630352
1	2	2014-01-24	48.30898536815166
2	0	2014-07-25	50.478643836888594
2	2	2014-09-24	45.72327268397618
0	1	2014-09-23	43.418844061723796
1	1	2015-02-04	45.27865658846768
2	0	2014-04-01	48.19952448281657
1	0	2014-10-02	47.81086054496861
1	2	2014-08-28	45.70436065034199
1	2	2014-11-13	46.004200306344536
2	0	2014-04-20	48.24747421406622
2	0	2014-04-22	47.9653546103453
2	0	2014-10-30	41.20063032479122
0	2	2014-07-25	45.351438488485876
1	2	2014-01-06	45.71645924886068
1	2	2014-01-08	43.75248994689057
2	0	2014-06-03	49.89839548963182
2	0	2014-07-24	48.89420822198442
2	2	2014-09-13	49.34921375562469
0	0	2014-06-23	46.137354870211944
0	1	2014-02-10	43.62966952553211
1	0	2014-06-03	48.28864348336552
1	0	2014-07-24	46.46625765497432
1	2	2014-09-13	45.847610511510794
2	0	2014-05-19	50.92911837603209
1	0	2014-02-26	44.170426382618714
0	0	2014-02-27	43.489179827087554
0	1	2015-01-09	42.190599250793454
0	2	2014-02-23	44.911448443585535
0	2	2014-06-16	46.84489666954163
1	0	2014-07-20	47.04682585430629
1	1	2014-04-10	46.7331481867742
1	1	2014-08-19	48.607772174614084
0	1	2014-11-04	42.8367557388062
0	2	2014-08-30	44.13759113681474
1	0	2014-01-21	45.51797678772832
1	2	2014-11-14	43.89008942955471
2	1	2014-10-19	43.63166975352605
1	0	2014-01-22	45.44811417699909
1	0	2014-07-23	48.65481516223607
1	0	2015-01-23	45.275435924734765
2	2	2014-08-23	48.24491675345654
2	2	2014-12-14	41.36116344090641
0	0	2014-10-22	43.46701099731196
2	0	2014-12-25	45.679288959864415
2	1	2014-01-24	49.26018575630936
0	0	2015-01-05	43.23320503876588
1	2	2014-01-23	46.805759329561376
1	2	2014-05-30	50.52007452234045
2	1	2014-12-19	44.16260708809638
2	2	2014-08-07	52.04590221371162
0	0	2014-06-01	45.63802999642016
0	2	2014-02-03	41.591834853796094
2	0	2014-05-29	50.75030279159546
2	0	2014-08-22	49.62450278025272
2	0	2014-08-26	49.47603039078549
2	2	2014-06-09	51.34114849934725
0	1	2014-10-04	44.32694800382556
0	1	2014-02-11	43.265520958059795
0	1	2014-04-28	45.72026088024527
1	1	2014-03-16	45.8438912583636
2	0	2014-12-16	42.81126772590396
2	1	2014-12-10	42.624282383503136
0	0	2014-01-12	42.36591202503926
0	0	2014-04-11	44.49323770107381
0	0	2014-08-27	44.58867314217564
0	1	2014-08-21	46.525012744792974
2	0	2014-10-22	41.8352008944586
0	0	2014-02-10	43.102539942695444
0	1	2014-05-18	46.52739042876197
0	1	2014-10-17	43.53563069685499
0	1	2014-08-31	44.66889105116419
0	2	2014-05-28	45.970142137251656
1	2	2014-01-11	42.372632371089296
2	2	2014-10-16	44.3646737346499
1	0	2014-06-29	48.05802021171382
1	2	2014-01-30	41.75223327264553
1	2	2014-02-05	43.169265067447576
1	2	2014-02-27	47.0614725492875
2	0	2014-08-25	48.92938362080637
2	0	2014-11-17	45.857090710964556
2	1	2014-09-14	48.411671930071954
2	2	2014-06-04	50.67591883804064
0	2	2014-04-20	44.59123451610908
0	2	2014-10-30	44.79341172691226
1	2	2014-04-14	48.36816627589469
1	1	2014-05-08	47.69500917324134
1	1	2014-12-29	43.62587647246421
2	2	2014-10-08	46.88500666305034
0	0	2014-05-08	45.65606471218129
0	0	2014-12-29	41.959397199176365
0	2	2014-05-22	46.24489225341396
1	0	2014-02-15	44.81677749349803
1	0	2014-05-06	47.94714751336198
1	1	2014-02-13	46.82867467455908
2	1	2015-01-05	46.036845460472264
0	1	2014-06-01	45.68341135427168
0	2	2014-07-13	46.07398350758893
1	1	2014-07-29	49.51052212414761
1	2	2014-08-02	50.67448203392278
2	1	2014-08-26	48.85336016497134
0	0	2014-01-20	41.697279026391136
0	1	2014-08-02	45.432857065127344
1	1	2014-05-16	50.02039427203258
1	1	2014-12-27	44.08949556677512
2	1	2014-09-21	46.636523559083976
0	2	2014-04-12	46.00286572439629
1	1	2015-01-11	43.52373022056488
1	2	2014-04-01	45.329650732955635
0	1	2014-11-06	42.52687495919689
1	0	2014-01-24	46.432578046174974
1	2	2014-03-20	46.92079746425977
0	2	2014-10-27	44.22504158638846
1	0	2014-01-29	43.30412193197464
1	0	2014-10-21	42.45892212982499
1	2	2014-11-25	43.15738481430835
2	0	2014-01-19	46.98012034098307
0	0	2015-01-07	41.34006669250669
0	1	2014-04-05	44.07249912903423
0	1	2014-06-25	46.81558728543592
1	0	2014-09-28	44.235671636619436
1	0	2015-01-14	42.52621126730106
2	2	2014-01-13	40.96501868111746
2	2	2014-10-14	46.35920316522772
0	2	2014-01-31	43.09285103886138
0	2	2014-04-30	45.97512841746343
1	2	2014-02-11	47.7640301191716
1	2	2014-04-28	49.45394595775729
0	0	2014-01-13	41.47408172788958
0	0	2014-10-14	44.19319902936283
1	1	2014-04-13	47.21445281319239
1	2	2014-05-07	48.75524804947224
1	2	2014-07-30	48.86697058334074
2	0	2014-07-27	49.348442145930534
1	0	2014-09-16	46.713963707539286
1	1	2015-01-07	42.66850439734219
1	2	2014-10-02	46.22538022727095
2	2	2014-04-20	47.59504023289148
2	2	2014-10-30	42.82910078079974
2	1	2014-09-25	45.148870373804016
2	1	2014-12-25	44.062628418462374
0	0	2014-01-09	42.61301750521354
0	0	2014-07-27	44.83908627458823
2	0	2014-02-26	46.360166577780156
0	0	2014-01-15	43.252039100593926
0	1	2014-06-27	46.949028357481346
0	1	2014-11-24	43.56862434813868
1	0	2014-09-17	43.92822118843222
2	1	2014-01-05	45.108242242437676
0	1	2014-01-21	42.24646217778369
1	0	2014-03-30	45.05910084520947
1	0	2014-09-19	44.596892547607425
1	2	2014-10-17	43.744421166299986
2	1	2014-03-02	48.53615752945232
2	1	2014-09-06	50.65878270576036
2	2	2014-03-11	46.974415053182575
1	1	2014-10-19	44.93459630727633
2	1	2014-10-28	44.559359789944956
0	1	2014-03-20	42.43398238562695
1	1	2014-05-18	48.96603334503129
2	0	2014-08-10	50.18651225457616
2	1	2014-03-11	46.44688870886943
2	1	2014-07-31	51.42960845196547
2	2	2014-02-04	43.667328920776846
0	2	2014-08-08	45.8588761263807
1	0	2015-01-20	44.91941897246215
1	2	2015-01-22	44.992795497274294
2	1	2014-10-08	46.43907165527344
2	2	2014-02-01	39.65878494003001
0	2	2014-05-26	46.0690845708811
0	2	2014-08-15	46.13685051856999
1	0	2014-06-22	48.70924249893981
1	0	2014-06-30	50.332647535536026
1	0	2014-07-14	50.047802348076544
1	1	2014-10-06	48.60069772782274
1	1	2014-12-16	42.93971217824249
1	2	2014-04-08	46.5415695731729
2	0	2014-11-04	44.64009039924744
0	1	2014-01-04	43.461645023256175
0	1	2014-02-12	44.12366752053449
0	2	2014-05-20	46.87975980051489
1	2	2014-01-09	43.64031019031688
1	2	2014-07-27	47.20415215974722
1	0	2014-08-19	47.59590980598519
2	1	2014-03-15	48.28262609880316
2	2	2014-03-04	49.140761135386775
2	2	2014-12-20	44.042793319978465
1	1	2014-04-23	45.30990345470882
2	0	2014-06-05	52.386804889988255
2	0	2014-10-15	43.55501268418275
2	2	2014-08-04	51.56352460609292
0	1	2014-03-30	44.65403634184724
0	1	2014-09-19	43.90914681325672
0	2	2014-02-10	42.59666064833326
2	1	2014-01-16	46.601978395305935
2	1	2014-11-30	44.16706151246082
0	0	2014-06-03	45.626663281784666
0	0	2015-01-19	42.02313009684518
0	2	2014-08-24	45.080395883488876
0	2	2014-09-13	45.51536668993437
2	1	2014-12-08	42.054246316429314
2	2	2014-12-05	43.16650005152443
0	0	2014-11-19	44.82646882847736
1	2	2014-10-08	45.113565014717274
2	1	2014-11-20	44.18684036272086
0	0	2014-12-08	43.370187068082146
1	0	2014-05-28	46.28755229297086
2	0	2014-05-07	49.81431953956629
0	1	2014-02-21	44.14203817752192
0	1	2014-11-11	43.406354712756304
2	0	2014-03-07	46.87490238568666
2	1	2014-05-04	49.07823090756674
0	0	2014-09-21	43.84298227778979
1	2	2014-01-22	48.43452585756389
1	2	2014-07-23	47.31531432488252
1	2	2015-01-23	43.82128648433708
0	2	2014-07-06	45.746609035758084
0	2	2015-01-08	41.579732048070206
2	0	2014-01-10	43.15045184037817
2	2	2014-02-07	46.22215226117302
0	1	2014-04-16	45.942234793938226
2	0	2014-04-25	50.38380222750786
0	2	2014-01-15	44.081426439598694
1	1	2014-02-10	48.05458139711996
0	1	2014-05-25	45.78466166010903
1	0	2014-12-22	44.288052179741875
2	0	2014-09-28	44.442614898893865
2	0	2015-01-14	41.53422893248882
0	1	2014-02-01	42.961697638014904
1	1	2014-02-14	46.77717359290118
2	0	2014-09-23	45.66324232585394
2	2	2014-09-20	48.08266230131451
0	0	2014-07-26	45.02355490769061
0	1	2014-01-14	41.92952759564346
0	2	2014-05-25	46.65145007185011
